Generation	0	;Maximum:p-10=	{3.74, 8.22, 29.38, 7143.41, 660021.42, 31.41, 171.41, 410.07, 885549.64, 0.01}	fitness=1468.78
Generation	1	;Maximum:p0=	{3.09, 8.63, 29.38, 7143.41, 1645803.29, 36.39, 188.20, 246.95, 1145684.52, 0.00}	fitness=1632.53
Generation	2	;Maximum:p10=	{3.10, 14.99, 22.40, 6410.50, 685150.90, 42.50, 168.71, 410.07, 1220207.51, 0.01}	fitness=1714.67
Generation	3	;Maximum:p20=	{4.68, 9.53, 28.92, 13239.09, 747703.85, 41.28, 167.28, 285.05, 1140301.86, 0.01}	fitness=1631.55
Generation	4	;Maximum:p30=	{4.37, 14.60, 26.76, 8438.81, 660021.42, 35.15, 182.26, 254.45, 1289752.78, 0.01}	fitness=1521.65
Generation	5	;Maximum:p41=	{3.87, 9.42, 25.94, 15773.95, 680007.08, 46.08, 158.28, 237.01, 1047506.96, 0.00}	fitness=1492.09
Generation	6	;Maximum:p50=	{3.83, 16.09, 22.35, 13920.24, 684381.64, 37.76, 149.49, 235.02, 1047506.96, 0.01}	fitness=1555.41
Generation	7	;Maximum:p60=	{3.83, 11.81, 24.04, 13920.24, 682184.47, 34.75, 177.13, 189.46, 938766.74, 0.01}	fitness=1492.24
Generation	8	;Maximum:p70=	{4.64, 8.26, 22.72, 12085.70, 1718978.31, 44.39, 161.23, 156.11, 950076.59, 0.00}	fitness=1713.74
Generation	9	;Maximum:p80=	{3.88, 16.67, 22.56, 12709.85, 1940288.16, 42.58, 181.41, 348.86, 1076269.93, 0.00}	fitness=1662.11
Generation	10	;Maximum:p90=	{4.43, 14.00, 25.92, 12709.85, 744813.97, 45.41, 181.41, 327.86, 1076269.93, 0.00}	fitness=1664.78
Generation	11	;Maximum:p100=	{6.04, 16.60, 22.47, 12709.85, 744813.97, 48.21, 154.17, 265.54, 1076269.93, 0.00}	fitness=1704.24
Generation	12	;Maximum:p110=	{4.81, 9.77, 26.18, 12709.85, 871665.10, 55.60, 184.59, 253.48, 1076269.93, 0.00}	fitness=1848.20
Generation	13	;Maximum:p120=	{4.17, 10.57, 24.90, 11529.24, 872096.57, 51.76, 154.17, 218.40, 867493.01, 0.00}	fitness=1767.10
Generation	14	;Maximum:p130=	{3.90, 11.62, 34.01, 11286.20, 871665.10, 44.90, 157.65, 196.26, 992252.04, 0.01}	fitness=1590.13
Generation	15	;Maximum:p140=	{3.47, 10.78, 28.24, 11800.14, 975739.28, 59.12, 158.32, 299.41, 1076269.93, 0.00}	fitness=1884.89
Generation	16	;Maximum:p150=	{5.76, 7.62, 24.91, 11286.20, 871665.10, 49.51, 165.08, 387.02, 867493.01, 0.00}	fitness=1850.22
Generation	17	;Maximum:p160=	{4.89, 7.62, 36.58, 10905.51, 872122.64, 54.76, 165.08, 276.33, 931273.66, 0.00}	fitness=1812.23
Generation	18	;Maximum:p170=	{6.42, 7.62, 28.21, 10905.51, 952990.01, 50.61, 165.08, 285.95, 1038513.67, 0.00}	fitness=1851.33
Generation	19	;Maximum:p180=	{4.42, 8.12, 31.57, 13967.01, 952990.01, 54.76, 161.87, 204.42, 863680.79, 0.00}	fitness=1873.87
Generation	20	;Maximum:p190=	{4.42, 9.01, 31.57, 13967.01, 819659.01, 56.62, 161.87, 188.22, 1198271.35, 0.01}	fitness=1850.90
Generation	21	;Maximum:p200=	{4.68, 7.46, 27.46, 13967.01, 705427.13, 58.02, 132.56, 331.58, 1205522.69, 0.01}	fitness=1944.33
Generation	22	;Maximum:p210=	{4.68, 7.62, 32.25, 13292.14, 972284.48, 54.33, 156.60, 328.78, 849737.95, 0.00}	fitness=1858.13
Generation	23	;Maximum:p220=	{7.40, 7.78, 32.39, 16461.54, 836624.33, 49.25, 124.49, 322.75, 1086091.08, 0.00}	fitness=1794.11
Generation	24	;Maximum:p230=	{4.42, 7.61, 26.50, 16461.54, 956794.06, 38.66, 190.99, 280.20, 957998.27, 0.01}	fitness=1752.72
Generation	25	;Maximum:p240=	{6.28, 7.78, 31.09, 20076.93, 956794.06, 36.08, 177.66, 250.16, 845808.45, 0.01}	fitness=1702.33
Generation	26	;Maximum:p250=	{4.53, 6.38, 33.23, 14602.64, 1029634.83, 54.44, 151.80, 315.25, 1086091.08, 0.00}	fitness=1853.67
Generation	27	;Maximum:p260=	{4.53, 7.59, 31.09, 13238.56, 1029634.83, 36.48, 151.80, 240.56, 1086091.08, 0.00}	fitness=1697.11
Generation	28	;Maximum:p270=	{4.15, 5.73, 31.09, 11836.00, 1029634.83, 52.35, 212.47, 240.56, 1086091.08, 0.00}	fitness=1883.33
Generation	29	;Maximum:p280=	{3.80, 6.02, 34.18, 20330.93, 1029634.83, 31.50, 172.71, 199.73, 941064.90, 0.01}	fitness=1641.89
Generation	30	;Maximum:p290=	{4.94, 6.81, 34.18, 16362.03, 1029634.83, 38.67, 141.64, 217.96, 941064.90, 0.00}	fitness=1634.61
Generation	31	;Maximum:p300=	{4.71, 6.11, 38.57, 10776.39, 876347.42, 52.35, 213.33, 332.78, 957998.27, 0.01}	fitness=1719.67
Generation	32	;Maximum:p310=	{4.27, 5.90, 34.15, 18371.54, 763869.24, 42.12, 281.88, 199.73, 957998.27, 0.00}	fitness=1701.39
Generation	33	;Maximum:p320=	{4.04, 5.76, 33.78, 18383.92, 941037.46, 44.06, 171.89, 188.80, 941064.90, 0.00}	fitness=1666.36
